Date,Close,High,Low,Open,Volume
03-01-2023,123.6325378,129.3955264,122.7428803,128.7826571,112117500
04-01-2023,124.9077072,127.1812756,123.6424198,125.4316146,89113600
05-01-2023,123.5830994,126.3014927,123.3260931,125.668849,80962700
06-01-2023,128.1302185,128.7925161,123.4545866,124.5617167,87754700
09-01-2023,128.6541443,131.8766859,128.397138,128.9704737,70790800
10-01-2023,129.227478,129.7513854,126.6474749,128.7628787,63896200
11-01-2023,131.9557343,131.9754935,128.9605609,129.7414743,69458900
12-01-2023,131.8766632,132.7168847,129.9293041,132.3412625,71379600
13-01-2023,133.2111359,133.3693005,130.1467746,130.5125172,57809700
17-01-2023,134.3776093,135.7120843,132.5884145,133.2803662,63646600
18-01-2023,133.6559906,137.0169072,133.4780516,135.2474869,69672800
19-01-2023,133.7153015,134.6840338,132.2325415,132.5389762,58280400
20-01-2023,136.2854156,136.4337007,132.6773722,133.7251869,80223600
23-01-2023,139.4881744,141.6727808,136.3150614,136.5325341,81760300
24-01-2023,140.891861,141.514625,138.6874952,138.6973748,66435100
25-01-2023,140.2295685,140.7930095,137.2146199,139.2707157,65799300
26-01-2023,142.3054352,142.5920955,140.2690987,141.5245064,54105100
27-01-2023,144.2527771,145.5378388,141.435542,141.5146244,70555800
30-01-2023,141.3564453,143.8771402,141.2081754,143.2939249,64015300
31-01-2023,142.6316223,142.6810507,140.6447293,141.0599003,65874500
01-02-2023,143.7584991,144.9249447,139.6957517,142.315288,77663600
02-02-2023,149.0865936,149.4424416,146.4670417,147.1886474,118339000
03-02-2023,152.7242737,155.5711776,146.1309363,146.3286346,154357300
06-02-2023,149.9860992,151.3403635,149.047021,150.8164562,69858300
07-02-2023,152.8725281,153.4458637,148.9086223,148.9086223,83322600
08-02-2023,150.1739197,152.8033508,149.4325397,152.1113992,64120100
09-02-2023,149.1359863,152.5562258,148.6911614,152.0125442,56007100
10-02-2023,149.5023041,149.8290112,147.7301822,147.9677914,57450700
13-02-2023,152.3139801,152.7198752,149.4132251,149.4429244,62199000
14-02-2023,151.6704407,152.234757,149.353807,150.6012216,61707600
15-02-2023,153.7791748,153.9474757,151.3536388,151.5813383,65573800
16-02-2023,152.1753693,154.7692064,151.8189629,151.977354,68167900
17-02-2023,151.0269623,151.4724665,149.3439379,150.8289621,59144100
21-02-2023,146.9975586,149.7894107,146.9282653,148.7003872,58867200
22-02-2023,147.4232635,148.4528734,145.6907358,147.3836545,51011300
23-02-2023,147.9083557,148.838973,145.769933,148.591469,48394200
24-02-2023,145.2452545,145.720458,144.2651332,145.6412549,55469600
27-02-2023,146.4431458,147.6806656,145.9778371,146.2352509,44998500
28-02-2023,145.9382477,147.5915724,145.3640366,145.5818414,50547000
01-03-2023,143.8592224,145.7600513,143.5622146,145.364051,55479000
02-03-2023,144.4532318,145.2452476,142.4632901,142.9385086,52238100
03-03-2023,149.52211,149.6013131,145.8590539,146.5619568,70732300
06-03-2023,152.2941589,154.7394996,151.9278579,152.2545498,87558000
07-03-2023,150.0864258,152.4921573,149.6211171,152.1654502,56182000
08-03-2023,151.34375,151.9377657,150.3141399,151.2843515,47204800
09-03-2023,149.0865021,152.9970622,148.7300957,152.0268507,53833600
10-03-2023,147.0173645,149.4330058,146.1362509,148.7102984,68572400
13-03-2023,148.9676819,151.6110223,146.2253338,146.3342362,84457100
14-03-2023,151.0665283,151.8684388,148.6013983,149.7696099,73695900
15-03-2023,151.4625397,151.7199384,148.4231836,149.680508,77167900
16-03-2023,154.2939758,154.8978861,150.1260025,150.6408149,76161100
17-03-2023,153.4524841,155.1751175,152.7396714,154.5217033,98944600
20-03-2023,155.8284912,156.2443112,152.6109396,153.5217675,73641400
21-03-2023,157.689743,157.8085401,154.9770938,155.7493202,73938300
22-03-2023,156.2541962,160.5211619,156.2343916,157.7095206,75701800
23-03-2023,157.3432312,159.9370833,156.1057112,157.2442387,67622100
24-03-2023,158.6500549,158.7391527,156.2740227,157.2739334,59196500
27-03-2023,156.699707,159.1648519,156.2937969,158.343137,52390300
28-03-2023,156.076004,156.9076289,154.4226793,156.3928164,45992200
29-03-2023,159.1648712,159.4420745,157.7590504,157.7788398,51305700
30-03-2023,160.7389984,160.8479008,159.6598846,159.9172833,49501700
31-03-2023,163.2536011,163.3526087,160.2934635,160.8181706,68749800
03-04-2023,164.5109406,164.6297376,162.5804126,162.6299164,56976200
04-04-2023,163.9763336,165.1742444,163.4615211,164.9366502,46278300
05-04-2023,162.1250153,163.4021444,160.1845924,163.0952418,51511700
06-04-2023,163.0160675,163.3130754,160.3826208,160.8083206,45390100
10-04-2023,160.4122772,160.4122772,158.4817492,159.8083669,47716900
11-04-2023,159.1945801,160.7390027,158.907467,160.7291079,47644200
12-04-2023,158.5015717,160.4419946,158.1847593,159.6103848,50133100
13-04-2023,163.9070282,164.1446374,159.808363,160.016273,68445600
14-04-2023,163.5605316,164.6594499,162.1844101,162.9467115,49386500
17-04-2023,163.5803375,163.7387437,162.3923214,163.4417359,41516200
18-04-2023,164.8079529,165.7385703,163.9961326,164.4416518,49923000
19-04-2023,165.9563751,166.4810824,163.8872303,164.1446442,47720200
20-04-2023,164.986145,166.1939656,163.9070313,164.4317385,52456400
21-04-2023,163.3724518,164.7881675,162.8477445,163.4021511,58337300
24-04-2023,163.6793365,163.9466451,162.2537112,163.3526295,41949600
25-04-2023,162.1349182,164.6495521,162.0953091,163.5407391,48714100
26-04-2023,162.1250153,163.6298438,161.1746084,161.4320071,45498800
27-04-2023,166.7285919,166.8770883,163.5407393,163.5407393,64902300
28-04-2023,167.9859009,168.1542169,166.2038842,166.8077946,55209200
01-05-2023,167.8968048,168.7482191,166.9562927,167.5899023,52472900
02-05-2023,166.8572845,168.6492261,165.8672686,168.3918123,48425700
03-05-2023,165.7781677,169.2135243,165.4910697,167.8077034,65136000
04-05-2023,164.1347351,165.372255,162.6695158,163.2437268,81235400
05-05-2023,171.8370514,172.5597587,169.0550943,169.272899,113316400
08-05-2023,171.7677612,172.1142728,170.3916397,170.7579408,55962800
09-05-2023,170.0550537,171.8073712,169.8867528,171.322273,45326900
10-05-2023,171.8271637,172.2924724,170.1837336,171.2925617,53724500
11-05-2023,172.0152893,172.8468992,170.4510621,172.114297,49514700
12-05-2023,171.0833588,172.5605131,169.5268767,172.1243012,45497800
15-05-2023,170.5876923,171.717871,169.992855,171.6682987,37266700
16-05-2023,170.5876923,171.6484668,170.320014,170.5083796,42110300
17-05-2023,171.2023468,171.4402696,168.9518977,170.2307933,57951600
18-05-2023,173.5419922,173.7303578,171.0932694,171.5096494,65496700
19-05-2023,173.651062,174.8704618,173.432956,174.8704618,55772400
22-05-2023,172.6993103,173.2049265,171.9557714,172.4812043,43570900
23-05-2023,170.082077,171.8864057,169.8044903,171.6385594,50747300
24-05-2023,170.3596497,170.934655,169.0510289,169.6161107,45143500
25-05-2023,171.4997406,172.4018897,170.2109367,170.9247353,56058300
26-05-2023,173.9187164,174.2557989,171.6187104,171.826908,54835000
30-05-2023,175.7726135,177.4480571,175.0489065,175.4355462,55964400
31-05-2023,175.723053,177.8049683,175.2372687,175.8023656,99625300
01-06-2023,178.5385742,178.5683146,175.4057931,176.169164,68901800
02-06-2023,179.3911743,180.214026,177.7157307,179.470487,61945900
05-06-2023,178.0329895,183.3567242,176.5062475,181.056718,121946500
06-06-2023,177.6661835,178.5683327,175.9015035,178.4196309,64848400
07-06-2023,176.288147,179.6489426,175.7924543,176.902801,61944600
08-06-2023,179.0144653,179.2821285,175.9312562,176.3674531,50214900
09-06-2023,179.4010925,180.660141,179.0739336,179.9364339,48870700
12-06-2023,182.2066956,182.3058401,179.4109969,179.7084155,54274900
13-06-2023,181.7308197,182.5635796,180.8683194,181.2252187,54929100
14-06-2023,182.3653412,182.8015532,180.4519746,181.7903358,57462900
15-06-2023,184.4075775,184.9131937,182.1967925,182.3752497,65433200
16-06-2023,183.3269653,185.3791401,182.6825709,185.1213703,101235600
20-06-2023,183.4161987,184.4968203,182.8213766,182.8213766,49799100
21-06-2023,182.3752594,183.8127652,181.0170512,183.3071489,49515700
22-06-2023,185.3890533,185.4386256,182.0877384,182.1571427,51245300
23-06-2023,185.0718079,185.9442318,183.4161962,183.9515527,53079300
26-06-2023,183.6739502,186.43,183.6342863,185.2205088,48088700
27-06-2023,186.4399109,186.7670698,184.0705007,184.2886067,50730800
28-06-2023,187.6196594,188.2640538,185.9838798,186.3110236,51216800
29-06-2023,187.9567413,188.4326172,187.3123469,187.4511403,46347300
30-06-2023,192.2990265,192.8046276,189.6123654,189.9791883,85069600
03-07-2023,190.8020325,192.2097979,190.1080506,192.1106533,31458200
05-07-2023,189.6817627,191.3175425,188.9778724,189.9197006,46920300
06-07-2023,190.1575928,190.3657903,187.5700768,188.2045627,45094300
07-07-2023,189.0373383,191.0102004,188.6011414,189.7610604,46778000
10-07-2023,186.985199,188.3533157,185.4287167,187.6295934,59922200
11-07-2023,186.4597626,187.6692539,184.9925165,187.5304606,46638100
12-07-2023,188.1352081,190.0485747,186.8464041,188.0459719,60750200
13-07-2023,188.8985291,189.5429385,188.1450817,188.8588803,41342300
14-07-2023,189.047287,189.5330562,187.9964209,188.591243,41573900
17-07-2023,192.3188324,192.6459913,190.1576047,190.2468257,50520200
18-07-2023,192.0610657,192.6559029,190.7623534,191.6843496,48353800
19-07-2023,193.419281,196.5223068,190.9903749,191.4365104,80507300
20-07-2023,191.4662476,194.7774708,190.84167,193.4093543,59581200
21-07-2023,190.286499,193.2903953,189.5826088,192.4278949,71917800
24-07-2023,191.0895233,193.2309193,190.5938306,191.7438413,45377800
25-07-2023,191.9520264,192.7649696,191.2580596,191.6645313,37283200
26-07-2023,192.8244476,193.9546263,191.6546202,192.001596,47471900
27-07-2023,191.5554657,195.5011749,190.8912394,194.3313475,47460200
28-07-2023,194.1429901,194.9361014,192.4675465,192.9929795,48291400
31-07-2023,194.7576599,194.7973238,193.5779089,194.3710202,38824100
01-08-2023,193.9248962,195.035243,193.5977372,194.5494739,35175100
02-08-2023,190.9209747,193.4985673,190.1972677,193.359774,50389300
03-08-2023,189.5231476,190.7128071,189.0472868,189.9197108,61235200
04-08-2023,180.422226,185.7657924,180.3528217,183.921815,115799700
07-08-2023,177.3092804,181.5524086,175.8222023,180.5610232,97576100
08-08-2023,178.2510834,178.7170357,176.0502068,178.1420304,67823000
09-08-2023,176.654953,179.3713391,175.4851105,179.3118584,60378500
10-08-2023,176.4368286,179.1928783,176.0700209,177.9338148,54686900
11-08-2023,176.4963989,177.3203617,175.2654308,176.0298326,51988100
14-08-2023,178.1542511,178.3825734,176.0198855,176.6750869,43675600
15-08-2023,176.1588898,178.1741185,175.7618062,177.5784931,43622600
16-08-2023,175.2852936,177.240946,175.2157956,175.8412166,46964900
17-08-2023,172.7339935,176.2184497,172.2177728,175.8511466,66062900
18-08-2023,173.2204437,173.8260061,170.7088528,171.0463754,61114200
21-08-2023,174.5606079,174.8485064,172.4758963,173.7962212,46311900
22-08-2023,175.9404602,176.3871829,174.967595,175.771699,42084200
23-08-2023,179.8021851,180.2290643,177.0324915,177.2211115,52722800
24-08-2023,175.0966797,179.7823386,174.7293615,179.3554594,54945800
25-08-2023,177.3104553,177.8465197,174.5407617,176.0894089,51449600
28-08-2023,178.8789673,179.2760509,177.2509003,178.7796888,43820700
29-08-2023,182.780365,183.5546886,178.1939843,178.3925261,53003900
30-08-2023,186.284668,186.4832249,183.3958524,183.5943942,60813900
31-08-2023,186.503067,187.7439721,186.1159052,186.4732865,60794500
01-09-2023,188.0815125,188.538157,186.9100902,188.111293,45732600
05-09-2023,188.3197632,188.5977247,186.2449734,186.9100967,45280000
06-09-2023,181.5791626,187.475946,180.1496375,187.029208,81755800
07-09-2023,176.2680664,176.9133461,172.2773118,173.9053785,112488800
08-09-2023,176.8835754,178.9285998,176.4964136,177.0523519,65551300
11-09-2023,178.0549774,178.9881404,176.0496707,178.7598181,58953100
12-09-2023,175.0172729,178.8194083,173.5480454,178.1840655,90370200
13-09-2023,172.9424744,176.0099882,172.7141369,175.2257277,84267900
14-09-2023,174.461319,174.8187002,172.3170315,172.7339738,60895800
15-09-2023,173.7366333,175.2157976,172.5553044,175.1959389,109205100
18-09-2023,176.6751099,178.0748545,174.8882034,175.1959455,67257600
19-09-2023,177.7671051,178.3230282,175.841218,176.2283798,51826900
20-09-2023,174.21315,178.3925098,174.1237933,177.9557088,58436200
21-09-2023,172.6644897,175.0172561,172.5950069,173.279989,63047900
22-09-2023,173.518219,175.7915654,172.7836129,173.399097,56725400
25-09-2023,174.7988739,175.6823978,172.8829084,172.9325476,46172700
26-09-2023,170.7088318,173.925248,170.4110115,173.5480231,64588900
27-09-2023,169.1899567,171.7809671,167.8200077,171.3640248,66921800
28-09-2023,169.4480743,170.778321,166.4004042,168.1078908,56294400
29-09-2023,169.9642792,171.8107464,169.100599,170.7683832,51814200
02-10-2023,172.4858093,173.0318106,169.6863201,169.9742186,52164500
03-10-2023,171.1456299,172.3666914,169.5771391,171.0066491,49594600
04-10-2023,172.3964691,172.9424704,169.7260389,169.8451609,53020300
05-10-2023,173.6373596,174.1734239,171.4235742,172.5254984,48527900
06-10-2023,176.1985931,176.6949552,171.9199399,172.5354391,57224100
09-10-2023,177.6876984,177.7472594,174.520906,175.5235519,42390800
10-10-2023,177.092041,178.4123658,176.65524,176.8041577,43698000
11-10-2023,178.491806,178.5414453,176.3078159,176.9034413,47551100
12-10-2023,179.3951874,181.0133174,177.7373247,178.7598445,56743100
13-10-2023,177.5487213,180.6062984,176.8438805,180.1000145,51427100
16-10-2023,177.4196472,177.7770285,175.2257204,175.4639796,52517000
17-10-2023,175.8610687,177.1218326,173.5281762,175.3647067,57549400
18-10-2023,174.5606079,176.2879534,173.8359235,174.3025051,54764400
19-10-2023,174.1833649,176.5460378,173.9153251,174.7591315,59302900
20-10-2023,171.6221466,174.1436591,171.3838874,174.0344589,64189300
23-10-2023,171.741272,172.7439179,168.6936017,169.6664822,55980100
24-10-2023,172.1780701,172.4063924,170.2025437,171.7909083,43816600
25-10-2023,169.8550873,171.8008179,169.4083493,170.6294108,57157000
26-10-2023,165.6757355,170.1330724,164.4646108,169.1304113,70625300
27-10-2023,166.996048,167.7306693,165.6161621,165.6955818,58499100
30-10-2023,169.0509796,169.9245817,167.6413132,167.7902309,51131000
31-10-2023,169.5275116,169.6565554,166.6783829,168.1178451,44846000
01-11-2023,172.7042084,172.9623112,168.8822146,169.7558167,56934900
02-11-2023,176.2780304,176.486494,174.1833819,174.2429429,77334800
03-11-2023,175.3647003,175.5334767,172.088723,172.9722468,79763700
06-11-2023,177.9259338,178.1244756,174.927918,175.0966793,63841300
07-11-2023,180.4971008,181.1125849,177.6678311,177.8762947,70530000
08-11-2023,181.5593109,182.115234,180.2687665,181.0232466,49340300
09-11-2023,181.0828094,182.7803592,180.4871689,181.6288107,53763500
10-11-2023,185.2875519,185.4565507,182.434685,182.8720615,66133400
13-11-2023,183.6970978,184.9197528,183.1106226,184.7110146,43627500
14-11-2023,186.3213501,186.9873497,185.1881543,186.5797929,60108400
15-11-2023,186.8879547,188.3690679,186.6593316,186.7289211,53790500
16-11-2023,188.5778198,189.8203598,187.5241331,188.4386559,54412900
17-11-2023,188.5579071,189.2437915,187.4445963,189.1145625,50922700
20-11-2023,190.3074188,190.7646802,188.7467965,188.7567314,46505100
21-11-2023,189.502243,190.376996,188.6076204,190.2676519,38134500
22-11-2023,190.1682434,191.7785703,189.6911123,190.347177,39617700
24-11-2023,188.8362427,189.7606851,188.1205385,189.7308653,24048300
27-11-2023,188.6573181,189.5320711,187.7726303,188.7865471,40552600
28-11-2023,189.2636566,189.9396062,188.2696248,188.6473617,38415400
29-11-2023,188.2398224,190.9435905,187.8422157,189.76069,43014200
30-11-2023,188.8163757,189.1841779,187.0668849,188.7070316,48794400
01-12-2023,190.0986786,190.4167609,188.1006646,189.1941059,45679300
04-12-2023,188.299469,188.9157791,186.3312899,188.8461896,43389500
05-12-2023,192.2656555,193.2398026,189.0449866,189.0748215,66628400
06-12-2023,191.172226,193.5976511,190.9634726,193.2895036,41089700
07-12-2023,193.1105804,193.8362195,192.4346309,192.4744006,47477700
08-12-2023,194.5419922,194.8203199,192.5141586,193.0409943,53377300
11-12-2023,192.0270691,192.3352317,190.2775785,191.9574947,60943700
12-12-2023,193.5479736,193.5579085,190.5758126,191.9276967,52696900
13-12-2023,196.7785797,196.8183343,193.6871396,193.9256976,70404200
14-12-2023,196.9276581,198.4286408,194.9892989,196.8381989,66831600
15-12-2023,196.3908997,197.2159328,195.8242942,196.3511299,128256700
18-12-2023,194.7209167,195.4565058,193.2298688,194.9197201,55751900
19-12-2023,195.7646484,195.7745833,194.7209119,194.9893048,40714100
20-12-2023,193.6672516,196.5002336,193.6672516,195.7248899,52242800
21-12-2023,193.5181274,195.9038132,192.3451771,194.9296661,46482500
22-12-2023,192.4445801,194.2437754,191.8183351,194.0151371,37122800
26-12-2023,191.8978729,192.7328561,191.6791847,192.4545284,28919300
27-12-2023,191.9972687,192.3451859,189.9495652,191.3412191,48087700
28-12-2023,192.4247284,193.4982848,192.0171716,192.9813839,34049900
29-12-2023,191.3809662,193.239801,190.5857376,192.7427851,42628800
