Date,Close,High,Low,Open,Volume,SMA_20,EMA_20,ATR,BB_Upper,BB_Middle,BB_Lower,Z_Score,Z_Anomaly,IQR_Anomaly,LOF_Anomaly,Iso_Anomaly,Final_Anomaly
03-05-2023,165.7781677,169.2135243,165.4910697,167.8077034,65136000,165.72517623,160.93113575047676,17.001615502859128,203.09218052060115,165.72517623,128.35817193939883,-0.3353160562268196,0,0,0,0,0
03-07-2023,190.8020325,192.2097979,190.1080506,192.1106533,31458200,168.0773529,163.77598305995514,17.675187981226333,205.53966506244868,168.0773529,130.6150407375513,1.1220644815680356,0,0,0,0,0
03-08-2023,189.5231476,190.7128071,189.0472868,189.9197108,61235200,170.36054916,166.22809396853086,16.53801353256731,207.2014740261043,170.36054916,133.5196242938957,1.0475827027446567,0,0,0,0,0
03-10-2023,171.1456299,172.3666914,169.5771391,171.0066491,49594600,170.522990415,166.69643072390886,16.781441744526784,207.3476758779339,170.522990415,133.6983049520661,-0.022717062819952734,0,0,0,0,0
03-11-2023,175.3647003,175.5334767,172.088723,172.9722468,79763700,170.36429672000003,167.52198020734613,15.896184962774871,207.0766276038858,170.36429672000003,133.65196583611424,0.22300002115927295,0,0,0,0,0
04-01-2023,124.9077072,127.1812756,123.6424198,125.4316146,89113600,166.91343727,163.4634780161703,18.45519178686238,206.94344416157892,166.91343727,126.88343037842108,-2.715596407782005,0,1,1,1,1
04-04-2023,163.9763336,165.1742444,163.4615211,164.9366502,46278300,165.708178325,163.51232140510646,20.01314503065792,204.5501490402833,165.708178325,126.86620760971672,-0.4402542011002335,0,0,0,0,0
04-05-2023,164.1347351,165.372255,162.6695158,163.2437268,81235400,165.27970466000002,163.5715988998582,18.77668747132521,203.99237167836665,165.27970466000002,126.56703764163342,-0.4310289569142312,0,0,0,0,0
04-08-2023,180.422226,185.7657924,180.3528217,183.921815,115799700,164.79588202999997,165.17642052844312,18.980571030516263,202.48403862255992,164.79588202999997,127.10772543744002,0.5175484285890192,0,0,0,0,0
04-10-2023,172.3964691,172.9424704,169.7260389,169.8451609,53020300,165.961375805,165.8640442019247,18.38882932119368,203.07149680390552,165.961375805,128.85125480609446,0.050131344912448764,0,0,0,0,0
04-12-2023,188.299469,188.9157791,186.3312899,188.8461896,43389500,168.153687665,168.00075132555094,18.2552922268227,205.10249258744855,168.153687665,131.20488274255143,0.9763161182098787,0,0,0,0,0
05-01-2023,123.5830994,126.3014927,123.3260931,125.668849,80962700,165.98997841,163.77049876121274,21.59229820347822,207.7447262796837,165.98997841,124.23523054031628,-2.792741071220695,0,1,1,1,1
05-04-2023,162.1250153,163.4021444,160.1845924,163.0952418,51511700,165.12667046,163.61378605062106,22.894208688944055,206.44914551784984,165.12667046,123.80419540215011,-0.5480742872958504,0,0,0,0,0
05-05-2023,171.8370514,172.5597587,169.0550943,169.272899,113316400,164.17247429499997,164.39695417913336,22.00424688259091,203.9196955796164,164.17247429499997,124.42525301038351,0.017551067045940436,0,0,0,0,0
05-06-2023,178.0329895,183.3567242,176.5062475,181.056718,121946500,164.44983330500003,165.69562420969208,21.255348733834417,204.50147941767676,164.44983330500003,124.39818719232332,0.3784001873753329,0,0,0,0,0
05-07-2023,189.6817627,191.3175425,188.9778724,189.9197006,46920300,165.12001992,167.98001835162617,20.686006181417675,206.3715236360418,165.12001992,123.8685162039582,1.056820386914866,0,0,0,0,0
05-09-2023,188.3197632,188.5977247,186.2449734,186.9100967,45280000,168.35438119,169.91713690861417,19.45391926131642,206.0803082250673,168.35438119,130.62845415493268,0.9774980448365824,0,0,0,0,0
05-10-2023,173.6373596,174.1734239,171.4235742,172.5254984,48527900,169.40003548500002,170.2714438316033,19.271224242650963,206.48903546050397,169.40003548500002,132.3110355094961,0.1224003440733832,0,0,0,0,0
05-12-2023,192.2656555,193.2398026,189.0449866,189.0748215,66628400,171.53721276000002,172.3661306571649,19.29488272531875,208.72410216716148,171.53721276000002,134.35032335283856,1.2073053383228618,0,0,0,0,0
06-01-2023,128.1302185,128.7925161,123.4545866,124.5617167,87754700,169.718176655,168.1531866421968,22.83175316636741,211.3905764469431,169.718176655,128.04577686305691,-2.5279185535025173,0,0,1,1,1
06-02-2023,149.9860992,151.3403635,149.047021,150.8164562,69858300,168.92857323,166.42298783817807,22.858781154484024,211.4592827487628,168.92857323,126.39786371123722,-1.2550402262288571,0,0,0,0,0
06-03-2023,152.2941589,154.7394996,151.9278579,152.2545498,87558000,167.00317955,165.0773850821611,21.56553967202088,208.88018747571735,167.00317955,125.12617162428262,-1.1206196915219786,0,0,0,0,0
06-04-2023,163.0160675,163.3130754,160.3826208,160.8083206,45390100,165.677825545,164.8810691219553,20.81220944544796,206.27840633101292,165.677825545,125.07724475898704,-0.49617974003793536,0,0,0,0,0
06-06-2023,177.6661835,178.5683327,175.9015035,178.4196309,64848400,166.003853225,166.0986990627215,20.43649914220168,206.87862236645927,166.003853225,125.12908408354072,0.35703754296293116,0,0,0,0,0
06-07-2023,190.1575928,190.3657903,187.5700768,188.2045627,45094300,166.74349784999998,168.39002227579562,19.88386397490156,208.7876887826544,166.74349784999998,124.69930691734557,1.0845325541831679,0,0,0,0,0
06-09-2023,181.5791626,187.475946,180.1496375,187.029208,81755800,169.57707062,169.6461308781008,19.17844192669431,207.3867276729635,169.57707062,131.7674135670365,0.5849279839765844,0,0,0,0,0
06-10-2023,176.1985931,176.6949552,171.9199399,172.5354391,57224100,170.188183595,170.27017489923404,18.49849769621614,208.0110813045496,170.188183595,132.36528588545042,0.2715656263142073,0,0,0,0,0
06-11-2023,177.9259338,178.1244756,174.927918,175.0966793,63841300,170.87774353,170.99929479454508,17.405501975057845,208.73689470170345,170.87774353,133.0185923582966,0.37216530340009535,0,0,0,0,0
06-12-2023,191.172226,193.5976511,190.9634726,193.2895036,41089700,171.41524353,172.92052633792173,17.281660212553714,210.09745490762023,171.41524353,132.73303215237976,1.1436244127149684,0,0,0,0,0
07-02-2023,152.8725281,153.4458637,148.9086223,148.9086223,83322600,170.43904648,171.01119317240537,19.06608474737131,209.94949487939084,170.43904648,130.92859808060916,-1.0869356853751753,0,0,0,0,0
07-03-2023,150.0864258,152.4921573,149.6211171,152.1654502,56182000,168.52839432000002,169.01835818455723,17.936465193987647,208.09504771910724,168.52839432000002,128.9617409208928,-1.2491972425238338,0,0,0,0,0
07-06-2023,176.288147,179.6489426,175.7924543,176.902801,61944600,171.16364670000002,169.7107190241232,18.76689745155996,205.01285180177013,171.16364670000002,137.3144415982299,0.2767812119955855,0,0,0,0,0
07-07-2023,189.0373383,191.0102004,188.6011414,189.7610604,46778000,172.50926285,171.55134943134956,18.47798001930568,206.94878017377363,172.50926285,138.06974552622637,1.0192893505962812,0,0,0,0,0
07-08-2023,177.3092804,181.5524086,175.8222023,180.5610232,97576100,172.7828743,172.0997238093163,18.10206258935527,207.28357807023605,172.7828743,138.28217052976396,0.3362516397471087,0,0,0,0,0
07-09-2023,176.2680664,176.9133461,172.2773118,173.9053785,112488800,172.694628145,172.49670881795285,17.168484447258468,207.1501644487381,172.694628145,138.23909184126188,0.2756117253530888,0,0,0,0,0
07-11-2023,180.4971008,181.1125849,177.6678311,177.8762947,70530000,172.23539505000002,173.25865091148114,16.288201165311435,206.0111788257248,172.23539505000002,138.45961127427526,0.5219091089700644,0,0,0,0,0
07-12-2023,193.1105804,193.8362195,192.4346309,192.4744006,47477700,172.47493591,175.14931086276866,16.07755241778919,206.7676077699251,172.47493591,138.1822640500749,1.2565134488605378,0,0,0,0,0
08-02-2023,150.1739197,152.8033508,149.4325397,152.1113992,64120100,171.30176391499998,172.7707021806002,18.04901586651853,206.93431689967693,171.30176391499998,135.66921093032303,-1.244101630472902,0,0,0,0,0
08-03-2023,151.34375,151.9377657,150.3141399,151.2843515,47204800,169.25566864,170.7300400681621,16.885789447481496,204.53597933190068,169.25566864,133.97535794809934,-1.1759711508140316,0,0,0,0,0
08-05-2023,171.7677612,172.1142728,170.3916397,170.7579408,55962800,171.437545775,170.8288706521467,17.16327040123282,201.2479393173633,171.437545775,141.6271522326367,0.013515631682657531,0,0,0,0,0
08-06-2023,179.0144653,179.2821285,175.9312562,176.3674531,50214900,172.88896408,171.6084510947994,16.474063036859047,201.16761561489236,172.88896408,144.61031254510766,0.43556097131773314,0,0,0,0,0
08-08-2023,178.2510834,178.7170357,176.0502068,178.1420304,67823000,174.186810305,172.24108274291373,15.509076998511972,200.90507705224303,174.186810305,147.46854355775693,0.3911018946380638,0,0,0,0,0
08-09-2023,176.8835754,178.9285998,176.4964136,177.0523519,65551300,174.88018570000003,172.68322490073146,14.57501337004683,201.1183279676168,174.88018570000003,148.64204343238325,0.31145873957758935,0,0,0,0,0
08-11-2023,181.5593109,182.115234,180.2687665,181.0232466,49340300,175.07484207000002,173.52856642447134,13.907630886472054,201.4501777301448,175.07484207000002,148.69950640985522,0.583771828384579,0,0,0,0,0
08-12-2023,194.5419922,194.8203199,192.5141586,193.0409943,53377300,175.29406204,175.52984506975977,13.861443608866905,202.23403632589063,175.29406204,148.35408775410937,1.3398783373604912,0,0,0,0,0
09-01-2023,128.6541443,131.8766859,128.397138,128.9704737,70790800,172.647811125,171.06549261549694,17.595972936804984,206.18745224491695,172.647811125,139.10817000508302,-2.49740531063331,0,0,1,1,1
09-02-2023,149.1359863,152.5562258,148.6911614,152.0125442,56007100,171.29468078500005,168.97696820449724,18.04640926274748,206.3035832296385,171.29468078500005,136.2857783403616,-1.3045504839484539,0,0,0,0,0
09-03-2023,149.0865021,152.9970622,148.7300957,152.0268507,53833600,169.8527092,167.08263809930702,17.06216335112266,206.0072671278963,169.8527092,133.69815127210367,-1.3074324252706586,0,0,0,0,0
09-05-2023,170.0550537,171.8073712,169.8867528,171.322273,45326900,168.79685058500002,167.36572529937305,17.466356618899614,203.60771869604216,168.79685058500002,133.98598247395785,-0.08623181330175086,0,0,0,0,0
09-06-2023,179.4010925,180.660141,179.0739336,179.9364339,48870700,170.12327880499998,168.51195074705177,16.976265953263926,204.42389208450612,170.12327880499998,135.82266552549382,0.45807799501353363,0,0,0,0,0
09-08-2023,176.654953,179.3713391,175.4851105,179.3118584,60378500,171.451705165,169.2874747711421,16.04338852803079,204.58342203665623,171.451705165,138.31998829334373,0.2981438564079856,0,0,0,0,0
09-10-2023,177.6876984,177.7472594,174.520906,175.5235519,42390800,171.521682735,170.08749606912855,15.127886018885732,204.69984368197092,171.521682735,138.34352178802908,0.35829056270161685,0,0,0,0,0
09-11-2023,181.0828094,182.7803592,180.4871689,181.6288107,53763500,171.12395629,171.13466876730678,14.411084217536752,203.6367385328255,171.12395629,138.6111740471745,0.5560205590310908,0,0,0,0,0
10-01-2023,129.227478,129.7513854,126.6474749,128.7628787,63896200,168.71986617,167.143507741849,17.269959237712698,205.83285235678912,168.71986617,131.60687998321086,-2.4640145701253977,0,0,1,1,1
10-02-2023,149.5023041,149.8290112,147.7301822,147.9677914,57450700,167.381578055,165.46339310929193,17.507928806447506,205.23230534558488,167.381578055,129.5308507644151,-1.2832162721216775,0,0,0,0,0
10-03-2023,147.0173645,149.4330058,146.1362509,148.7102984,68572400,165.70759124,163.70662847983556,16.4977948345584,204.04824173483195,165.70759124,127.36694074516804,-1.427938226127588,0,0,0,0,0
10-04-2023,160.4122772,160.4122772,158.4817492,159.8083669,47716900,164.07267608,163.39288073889884,16.276160396375655,200.33197829641196,164.07267608,127.81337386358808,-0.6478235144128276,0,0,0,0,0
10-05-2023,171.8271637,172.2924724,170.1837336,171.2925617,53724500,165.15533828,164.19614578281326,15.962162882348824,200.98046489989468,165.15533828,129.3302116601053,0.016975211091684927,0,0,0,0,0
10-07-2023,186.985199,188.3533157,185.4287167,187.6295934,59922200,166.93741073,166.3665318034977,16.00244781932391,203.3776788150589,166.93741073,130.49714264494108,0.8997735243813013,0,0,0,0,0
10-08-2023,176.4368286,179.1928783,176.0700209,177.9338148,54686900,167.17086410000002,167.32560768887888,15.63907141080077,203.79130193255844,167.17086410000002,130.5504262674416,0.2854403728366481,0,0,0,0,0
10-10-2023,177.092041,178.4123658,176.65524,176.8041577,43698000,167.074742885,168.25574419469993,14.663104681457858,203.5802394880552,167.074742885,130.5692462819448,0.323599698245161,0,0,0,0,0
10-11-2023,185.2875519,185.4565507,182.434685,182.8720615,66133400,167.42656631,169.8778211190142,14.213205039925157,204.4875340298004,167.42656631,130.36559859019962,0.8009031914667848,0,0,0,0,0
11-01-2023,131.9557343,131.9754935,128.9605609,129.7414743,69458900,165.180174255,166.26619380291763,17.221332608501932,205.01833686046763,165.180174255,125.34201164953237,-2.3051219424072285,0,0,1,0,0
11-04-2023,159.1945801,160.7390027,158.907467,160.7291079,47644200,164.061937715,165.59270678359215,18.047185165037508,203.24851235444345,164.061937715,124.87536307555656,-0.7187417386221133,0,0,0,0,0
11-05-2023,172.0152893,172.8468992,170.4510621,172.114297,49514700,162.93560257,166.20438130896434,17.73326616039197,199.7779358910919,162.93560257,126.09326924890816,0.027931575757665274,0,0,0,0,0
11-07-2023,186.4597626,187.6692539,184.9925165,187.5304606,46638100,165.82588348500002,168.13346524144393,17.58474462036397,200.4607816986781,165.82588348500002,131.19098527132195,0.8691723047324094,0,0,0,0,0
11-08-2023,176.4963989,177.3203617,175.2654308,176.0298326,51988100,167.19390411499998,168.92993511368738,17.128286561766547,201.2402210777875,167.19390411499998,133.14758715221245,0.28890972485498967,0,0,0,0,0
11-09-2023,178.0549774,178.9881404,176.0496707,178.7598181,58953100,168.64232787999998,169.79898676000286,16.114728214497507,201.9406304516385,168.64232787999998,135.34402530836147,0.3796807544573201,0,0,0,0,0
11-10-2023,178.491806,178.5414453,176.3078159,176.9034413,47551100,169.064165495,170.62687430666924,15.123221156319111,202.63600564798304,169.064165495,135.49232534201695,0.40512148893539923,0,0,0,0,0
11-12-2023,192.0270691,192.3352317,190.2775785,191.9574947,60943700,169.69546432500002,172.66498809651029,15.031807195153464,204.4742347865844,169.69546432500002,134.91669386341567,1.1934101555155066,0,0,0,0,0
12-01-2023,131.8766632,132.7168847,129.9293041,132.3412625,71379600,167.456549835,168.78038572541405,18.393661324071072,205.74332783509317,167.456549835,129.16977183490687,-2.3097270137326626,0,0,1,1,1
12-04-2023,158.5015717,160.4419946,158.1847593,159.6103848,50133100,166.4972435,167.801451056327,19.12020918663742,204.6718337602605,166.4972435,128.32265323973948,-0.7591022889511875,0,0,0,0,0
12-05-2023,171.0833588,172.5605131,169.5268767,172.1243012,45497800,165.99727097,168.1140136985816,18.758690059020463,203.6530566556033,165.99727097,128.34148528439667,-0.026343708421356454,0,0,0,0,0
12-06-2023,182.2066956,182.3058401,179.4109969,179.7084155,54274900,168.64623185,169.45617387966905,18.220389433376145,202.88123988243373,168.64623185,134.41122381756625,0.6214752714692829,0,0,0,0,0
12-07-2023,188.1352081,190.0485747,186.8464041,188.0459719,60750200,170.57787705,171.23512951970056,17.47906726670642,204.63337304376347,170.57787705,136.52238105623655,0.9667496247567712,0,0,0,0,0
12-09-2023,175.0172729,178.8194083,173.5480454,178.1840655,90370200,171.97787247,171.59533365115766,17.272502654798817,204.3021505819086,171.97787247,139.6535943580914,0.2027659791716144,0,0,0,0,0
12-10-2023,179.3951874,181.0133174,177.7373247,178.7598445,56743100,172.92701798,172.3381768653331,16.467041358027476,204.95054308301872,172.92701798,140.90349287698126,0.45773408419549955,0,0,0,0,0
12-12-2023,193.5479736,193.5579085,190.5758126,191.9276967,52696900,174.013058475,174.35815750672995,16.302447053882656,207.26348780223583,174.013058475,140.76262914776416,1.2819870654317005,0,0,0,0,0
13-01-2023,133.2111359,133.3693005,130.1467746,130.5125172,57809700,171.32435532,170.43939354418424,19.66664362146247,208.4185414281473,171.32435532,134.23016921185268,-2.2320078222032014,0,0,0,0,0
13-02-2023,152.3139801,152.7198752,149.4132251,149.4429244,62199000,170.118212895,168.7131636923572,19.655364741358007,208.028777668182,170.118212895,132.20764812181804,-1.1194653122385783,0,0,0,0,0
13-03-2023,148.9676819,151.6110223,146.2253338,146.3342362,84457100,168.71199494,166.8326416168946,18.68631342411815,207.55840098045945,168.71199494,129.8655888995406,-1.3143524693310338,0,0,0,0,0
13-04-2023,163.9070282,164.1446374,159.808363,160.016273,68445600,167.64296875500003,166.55401176766654,18.43564500096685,205.77615269879155,167.64296875500003,129.5097848112085,-0.4442905217058369,0,0,0,0,0
13-06-2023,181.7308197,182.5635796,180.8683194,181.2252187,54929100,170.131723025,167.9994220469364,18.45142402946922,204.97913174739637,170.131723025,135.28431430260363,0.5937604368260915,0,0,0,0,0
13-07-2023,188.8985291,189.5429385,188.1450817,188.8588803,41342300,171.616920475,169.9898131948472,17.691473655935702,207.0009992645171,171.616920475,136.2328416854829,1.0112051546431895,0,0,0,0,0
13-09-2023,172.9424744,176.0099882,172.7141369,175.2257277,84267900,171.66327973,170.27101902390936,17.583824980511725,207.0517540423821,171.66327973,136.2748054176179,0.08193048961342513,0,0,0,0,0
13-10-2023,177.5487213,180.6062984,176.8438805,180.1000145,51427100,171.217727665,170.9641335263942,16.875253481903744,206.070138643553,171.217727665,136.36531668644702,0.35019658831524886,0,0,0,0,0
13-11-2023,183.6970978,184.9197528,183.1106226,184.7110146,43627500,171.57776261,172.17679679054712,16.196380483196332,206.78779118373592,171.57776261,136.3677340362641,0.7082757388282116,0,0,0,0,0
13-12-2023,196.7785797,196.8183343,193.6871396,193.9256976,70404200,172.51394272500002,174.51982373430454,15.976727341539451,209.3224438279515,172.51394272500002,135.70544162204854,1.4701363578392157,0,0,1,1,1
14-02-2023,151.6704407,152.234757,149.353807,150.6012216,61707600,171.17287446,172.3436920167517,18.223016295715208,208.95402376155965,171.17287446,133.39172515844038,-1.1569448064877716,0,0,0,0,0
14-03-2023,151.0665283,151.8684388,148.6013983,149.7696099,73695900,169.12484741999998,170.31729547229918,17.15473231030698,206.60165528679948,169.12484741999998,131.64803955320048,-1.1921164390604109,0,0,0,0,0
14-04-2023,163.5605316,164.6594499,162.1844101,162.9467115,49386500,170.70904084,169.67379415112782,16.900317259570766,204.22290855604624,170.70904084,137.19517312395377,-0.46447035424921457,0,0,0,0,0
14-06-2023,182.3653412,182.8015532,180.4519746,181.7903358,57462900,171.902229315,170.88251291768708,17.067510426744285,205.2916579024564,171.902229315,138.5128007275436,0.630714731948097,0,0,0,0,0
14-07-2023,189.047287,189.5330562,187.9964209,188.591243,41573900,172.80042572500005,172.61249140171688,16.36038218197684,207.00983093838292,172.80042572500005,138.5910205116171,1.0198687591677498,0,0,0,0,0
14-08-2023,178.1542511,178.3825734,176.0198855,176.6750869,43675600,172.5978035,173.1402780396486,16.12231213326421,206.6294988533924,172.5978035,138.56610814660763,0.3854624176596757,0,0,0,0,0
14-09-2023,174.461319,174.8187002,172.3170315,172.7339738,60895800,171.91410904499998,173.26609146444395,15.38766266660248,205.21123933963412,171.91410904499998,138.6169787503658,0.17038743172313492,0,0,0,0,0
14-11-2023,186.3213501,186.9873497,185.1881543,186.5797929,60108400,172.479312905,174.509449429735,15.183260383273732,206.34683212364945,172.479312905,138.61179368635058,0.8611112124391216,0,0,0,0,0
14-12-2023,196.9276581,198.4286408,194.9892989,196.8381989,66831600,173.35593644,176.64451692214118,14.963548263039897,208.76657658227617,173.35593644,137.9452962977238,1.478818628164046,0,0,1,1,1
15-02-2023,153.7791748,153.9474757,151.3536388,151.5813383,65573800,171.3674965,174.46686529146106,17.15001047996562,206.48450246624867,171.3674965,136.2504905337513,-1.0341329202628933,0,0,0,0,0
15-03-2023,151.4625397,151.7199384,148.4231836,149.680508,77167900,172.28006668999998,172.27597713989334,16.307580531396646,204.18512680311315,172.28006668999998,140.37500657688682,-1.1690528830622613,0,0,0,0,0
15-05-2023,170.5876923,171.717871,169.992855,171.6682987,37266700,173.19375229999997,172.11518810752253,16.58956272915403,203.77867470822244,173.19375229999997,142.6088298917775,-0.055211140215382676,0,0,0,0,0
15-06-2023,184.4075775,184.9131937,182.1967925,182.3752497,65433200,174.96574708,173.28589185918705,16.427844062785883,203.7866959615632,174.96574708,146.1447981984368,0.7496538111425385,0,0,0,0,0
15-08-2023,176.1588898,178.1741185,175.7618062,177.5784931,43622600,175.57834015999998,173.55951071069305,15.871981722586892,203.9503629740981,175.57834015999998,147.20631734590182,0.2692533209541555,0,0,0,0,0
15-09-2023,173.7366333,175.2157976,172.5553044,175.1959389,109205100,175.17863084,173.5763795287223,14.99566769954497,203.41761779660555,175.17863084,146.93964388339447,0.1281820072757388,0,0,0,0,0
15-11-2023,186.8879547,188.3690679,186.6593316,186.7289211,53790500,175.07810212,174.8441485926535,14.9697224781489,203.13473220345588,175.07810212,147.02147203654414,0.8941100526768233,0,0,0,0,0
15-12-2023,196.3908997,197.2159328,195.8242942,196.3511299,128256700,176.250523385,176.8962201266865,14.63816930828112,205.77358373000672,176.250523385,146.7274630399933,1.4475580194647095,0,0,1,1,1
16-02-2023,152.1753693,154.7692064,151.8189629,151.977354,68167900,174.981855785,174.54185338128778,16.776295557689615,206.2989209012549,174.981855785,143.66479066874513,-1.1275379534497867,0,0,0,0,0
16-03-2023,154.2939758,154.8978861,150.1260025,150.6408149,76161100,173.511699685,172.6134840878318,15.918837560711784,205.7997736232365,173.511699685,141.2236257467635,-1.0041511023369372,0,0,0,0,0
16-05-2023,170.5876923,171.6484668,170.320014,170.5083796,42110300,172.202155315,172.42055153660974,16.021384234946655,202.6833054823421,172.202155315,141.7210051476579,-0.055211140215382676,0,0,0,0,0
16-06-2023,183.3269653,185.3791401,182.6825709,185.1213703,101235600,173.784981545,173.45925760931357,15.933531632450467,203.1025731660841,173.784981545,144.46738992391585,0.6867193602984919,0,0,0,0,0
16-08-2023,175.2852936,177.240946,175.2157956,175.8412166,46964900,174.99591981,173.63316579890275,15.374791494418291,202.39811417865457,174.99591981,147.59372544134544,0.21837540461520713,0,0,0,0,0
16-10-2023,177.4196472,177.7770285,175.2257204,175.4639796,52517000,175.68887559,173.99378307519774,14.458828394816983,202.5957664463384,175.68887559,148.7819847336616,0.34267936094941914,0,0,0,0,0
16-11-2023,188.5778198,189.8203598,187.5241331,188.4386559,54412900,175.99949952000003,175.38273895375033,14.311820123758627,203.3473470516203,175.99949952000003,148.65165198837977,0.9925271648184596,0,0,0,0,0
17-01-2023,134.3776093,135.7120843,132.5884145,133.2803662,63646600,173.26601563499997,171.477488510536,17.28879049349015,205.3665518530607,173.26601563499997,141.16547941693923,-2.164072847146295,0,0,0,1,0
17-02-2023,151.0269623,151.4724665,149.3439379,150.8289621,59144100,171.90965119499998,169.52981934762784,17.274938115383712,205.3345170431344,171.90965119499998,138.48478534686558,-1.1944207481197517,0,0,0,0,0
17-03-2023,153.4524841,155.1751175,152.7396714,154.5217033,98944600,170.85920945,167.99864456213948,16.337310764284876,205.20508470809125,170.85920945,136.51333419190877,-1.0531592645891532,0,0,0,0,0
